Ref ID,Reference,Propellant type,Test #,Mass (kg),Measurement Distance (m),Burn time (sec),Peak flux (cal/cm^2/s),Av. flux (cal/cm^2/s),Notes,Drum diameter (cm),Type
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,5,51,0.16381236,0.061815985,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,5,51,0.275502606,0.103963248,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,3,51,0.251923554,0.095065492,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,3,51,0.275502606,0.103963248,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,3,51,0.300322661,0.113329306,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,2,51,0.58203028,0.219634068,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,2,51,0.58203028,0.219634068,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,10,50,2,51,0.742119633,0.280045144,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,10,59,0.040763785,0.01538256,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,10,59,0.040763785,0.01538256,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,10,59,0.040763785,0.01538256,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,10,59,0.052027462,0.019633004,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,5,59,0.207037116,0.078127214,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,5,59,0.207037116,0.078127214,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,5,59,0.214546235,0.080960843,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,5,59,0.288564686,0.108892334,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,3,59,0.50311092,0.189853178,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,3,59,0.515983694,0.194710828,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,3,59,0.532074662,0.200782891,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,11,100,3,59,0.675820639,0.255026656,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,10,53,0.042273704,0.015952341,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,10,53,0.045378553,0.017123982,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,10,53,0.050035825,0.018881443,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,10,53,0.063291139,0.023883449,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,5,53,0.248387867,0.093731271,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,5,53,0.24958204,0.094181902,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,5,53,0.24958204,0.094181902,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,5,53,0.279436351,0.105447679,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,3,53,0.560066874,0.21134599,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,3,53,0.560066874,0.21134599,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,3,53,0.574396943,0.216753563,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,12,100,3,53,0.574396943,0.216753563,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,10,72,0.059862869,0.022589762,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,10,72,0.065576653,0.024745907,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,10,72,0.069092827,0.026072765,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,10,72,0.069092827,0.026072765,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,5,72,0.345464135,0.130363825,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,5,72,0.364803094,0.137661545,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,5,72,0.388537271,0.146617838,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,5,72,0.412271449,0.155574132,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,3,72,0.552918425,0.208648462,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,3,72,0.598628692,0.22589762,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,3,72,0.616209564,0.232531911,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,13,200,3,72,0.632911392,0.238834488,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,10,66,0.068085923,0.025692801,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,10,66,0.068085923,0.025692801,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,10,66,0.075373993,0.028443016,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,10,66,0.084867664,0.032025534,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,5,66,0.391254315,0.147643138,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,5,66,0.409474492,0.154518676,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,5,66,0.440161105,0.16609853,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,5,66,0.440161105,0.16609853,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,3,66,0.690448792,0.260546714,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,3,66,0.715381665,0.269955345,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,14,200,3,66,0.715381665,0.269955345,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,15,500,20,69,0.048614933,0.018345258,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,15,500,20,69,0.072096863,0.027206363,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,15,500,15,69,0.07512383,0.028348615,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,15,500,10,69,0.13667217,0.051574404,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,16,500,30,86,0.036502797,0.01377464,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,16,500,20,86,0.0338534,0.012774868,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
MSIAC 3,"Wyssen, ""Abbrandversuche mit Treibladungspulver in Mengen von 10 bis 1000 kg"", Gruppe für Rüstungsdienste / Tecnische Abteilung 6, Feb 1982",35mm propellant,16,500,20,86,0.083897557,0.031659455,"In most tests, the powder was placed in a cylindrical container and ignited at the top. Flux density determined using 2mm thick blackened aluminium plates. Max temperature was determined using irreversible temperature indicators; flux density then calculated using heat capacity of plates and tempreature differential",,? Burn (Test Data)
